,ros_time,wheel_meas_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,warthog_odom_lin_vel,warthog_odom_ang_vel
253,1603824051802158117,6,-1.1880000000000002,-0.08290313946973066,1.1880000000000002,0.08290313946973066,-0.0011126525269535973,0.05126907620399191
254,1603824051852184057,6,-1.224,-0.08290313946973066,1.224,0.08290313946973066,-0.0013090020363838854,0.050663109129817085
255,1603824051902134895,6,-1.2600000000000002,-0.08290313946973066,1.2600000000000002,0.08290313946973066,-0.001505349968064585,0.05005707388215535
256,1603824051952157974,6,-1.2960000000000003,-0.08290313946973066,1.2960000000000003,0.08290313946973066,-0.001505349968064587,0.04981460815459361
257,1603824052002187967,6,-1.332,-0.08290313946973066,1.332,0.08290313946973066,-0.001505349968061031,0.04957223860964052
258,1603824052052192926,6,-1.368,-0.08290313946973066,1.368,0.08290313946973066,-0.001505349968053926,0.04932986997276431
259,1603824052102159976,6,-1.4040000000000001,-0.08290313946973066,1.4040000000000001,0.08290313946973066,-0.001243547576917802,0.04860256406784169
260,1603824052152164936,6,-1.4400000000000004,-0.08290313946973066,1.4400000000000004,0.08290313946973066,-0.000981745770990018,0.04787529861902523
261,1603824052202187061,6,-1.4760000000000002,-0.08290313946973066,1.4760000000000002,0.08290313946973066,-2.5348253624140477e-09,0.04848138362992806
262,1603824052252186059,6,-1.5120000000000002,-0.08290313946973066,1.5120000000000002,0.08290313946973066,0.0009817504134700167,0.04908739711183527
263,1603824052302133083,7,-1.5480000000000003,-0.19634954084936207,1.5480000000000003,0.1265363707695889,0.0019635024522775485,0.04969344332325262
264,1603824052352183103,7,-1.5839999999999999,-0.19634954084936207,1.5839999999999999,0.1265363707695889,0.0009163157650296889,0.05405662421254488
265,1603824052402229070,7,-1.6200000000000003,-0.19634954084936207,1.6200000000000003,0.1265363707695889,-0.000130889266995592,0.05842007227312213
266,1603824052452189922,7,-1.6560000000000004,-0.19634954084936207,1.6560000000000004,0.1265363707695889,-0.0010471833693448383,0.06302580592745449
267,1603824052502216100,7,-1.6920000000000002,-0.19634954084936207,1.6920000000000002,0.1265363707695889,-0.001963480951758165,0.0676314686859852
268,1603824052552130937,8,-1.7280000000000004,-0.2792526803190927,1.7280000000000004,0.13526301702956053,-0.002879770577184653,0.0722371289818159
269,1603824052602134943,8,-1.7640000000000005,-0.2792526803190927,1.7640000000000005,0.13526301702956053,-0.005039614102841131,0.07914574055217352
270,1603824052652139902,8,-1.8000000000000003,-0.2792526803190927,1.8000000000000003,0.13526301702956053,-0.007199464322513885,0.08605435927350852
271,1603824052702121973,8,-1.8360000000000003,-0.2792526803190927,1.8360000000000003,0.13526301702956053,-0.008573909652157296,0.09441737033044523
272,1603824052752121925,8,-1.8720000000000008,-0.2792526803190927,1.8720000000000008,0.13526301702956053,-0.009948365130940872,0.10278048551354058
273,1603824052802201986,9,-1.9080000000000001,-0.545415391248228,1.9080000000000001,0.23125612588924865,-0.011322818753031557,0.11114354310755178
274,1603824052852185010,9,-1.9440000000000002,-0.545415391248228,1.9440000000000002,0.23125612588924865,-0.014988000979371589,0.12374869999445914
275,1603824052902143001,9,-1.9800000000000006,-0.545415391248228,1.9800000000000006,0.23125612588924865,-0.018653193127187814,0.13635382917010636
276,1603824052952172040,9,-2.0160000000000005,-0.545415391248228,2.0160000000000005,0.23125612588924865,-0.02068214473033148,0.15198913000706735
