,ros_time,wheel_meas_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,left_js_vel,right_js_vel,icp_odom_x,icp_odom_y,icp_odom_z,icp_odom_w
71,1602248610715798726,0,0.0,0,0.0,0,0.0,0.0,0.00011962652206420898,9.909272193908691e-05,0.3867336887244957,0.9218693668387338
72,1602248610725871846,0,0.0,0,0.0,0,0.0,0.0,0.00011962652206420898,9.909272193908691e-05,0.3867336887244957,0.9218693668387338
73,1602248610736063050,0,0.0,0,0.0,0,0.0,0.0,0.00011962652206420898,9.909272193908691e-05,0.3867336887244957,0.9218693668387338
74,1602248610746129602,0,0.0,0,0.0,0,0.0,0.0,0.0007337331771850586,-3.463029861450195e-05,0.38705465372014736,0.9217342091395786
75,1602248610756199700,0,0.0,0,0.0,0,0.0,0.0,0.0007337331771850586,-3.463029861450195e-05,0.38705465372014736,0.9217342091395786
76,1602248610766757420,0,0.0,0,0.0,0,0.0,0.0,0.0007337331771850586,-3.463029861450195e-05,0.38705465372014736,0.9217342091395786
77,1602248610776827702,0,0.0,0,0.0,0,0.0,0.0,0.0007337331771850586,-3.463029861450195e-05,0.38705465372014736,0.9217342091395786
78,1602248610786899126,0,0.0,0,0.0,0,0.0,0.0,0.0001233518123626709,-0.0001780688762664795,0.38679204980757426,0.9218441505442897
79,1602248610796961731,0,0.0,0,0.0,0,0.0,0.0,0.0001233518123626709,-0.0001780688762664795,0.38679204980757426,0.9218441505442897
80,1602248610807033361,0,0.0,0,0.0,0,0.0,0.0,0.0001233518123626709,-0.0001780688762664795,0.38679204980757426,0.9218441505442897
81,1602248610817100957,0,0.0,0,0.0,0,0.0,0.0,0.0001233518123626709,-0.0001780688762664795,0.38679204980757426,0.9218441505442897
82,1602248610827169865,0,0.0,0,0.0,0,0.0,0.0,0.0001233518123626709,-0.0001780688762664795,0.38679204980757426,0.9218441505442897
83,1602248610837241058,0,0.0,0,0.0,0,0.0,0.0,0.0001233518123626709,-0.0001780688762664795,0.38679204980757426,0.9218441505442897
84,1602248610847309791,0,0.0,0,0.0,0,0.0,0.0,0.0001233518123626709,-0.0001780688762664795,0.38679204980757426,0.9218441505442897
85,1602248610857380859,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
86,1602248610867436594,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
87,1602248610877504571,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
88,1602248610887563913,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
89,1602248610897634579,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
90,1602248610907693551,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
91,1602248610917759553,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
92,1602248610927827976,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
93,1602248610937896963,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
94,1602248610947961764,0,0.0,0,0.0,0,0.0,0.0,-0.0006740987300872803,-0.0004749596118927002,0.38679412701410587,0.921842744230639
95,1602248610958018480,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
96,1602248610968083807,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
97,1602248610978155177,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
98,1602248610988355750,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
99,1602248610998417895,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
100,1602248611008493645,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
101,1602248611018559038,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
102,1602248611028637880,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
103,1602248611038683629,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
104,1602248611043712666,0,0.0,0,0.0,0,0.0,0.0,-0.00017207860946655273,-0.00044029951095581055,0.38681428748557,0.921834993302538
105,1602248611053776263,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
106,1602248611063854967,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
107,1602248611073913510,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
108,1602248611083944153,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
109,1602248611094003889,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
110,1602248611104073440,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
111,1602248611114150271,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
112,1602248611124224504,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
113,1602248611134444166,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
114,1602248611144513075,0,0.0,0,0.0,0,0.0,0.0,-0.001070857048034668,-0.0010530948638916016,0.38681344777089655,0.9218367633325284
115,1602248611154579260,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
116,1602248611164617099,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
117,1602248611174683566,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
118,1602248611184756707,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
119,1602248611194824122,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
120,1602248611204879731,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
121,1602248611214948812,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
122,1602248611225025151,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
123,1602248611235097950,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
124,1602248611245298392,0,0.0,0,0.0,0,0.0,0.0,-0.0001501142978668213,-0.0001285076141357422,0.3867876209578374,0.9218454598688636
125,1602248611255377116,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
126,1602248611265449426,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
127,1602248611275511688,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
128,1602248611285570851,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
129,1602248611295630361,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
130,1602248611305698488,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
131,1602248611315763667,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
132,1602248611325823321,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
133,1602248611335888522,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
134,1602248611345949657,0,0.0,0,0.0,0,0.0,0.0,0.0003031790256500244,0.001795053482055664,0.3867237596622345,0.9218704175027004
135,1602248611356022185,0,0.0,0,0.0,0,0.0,0.0,-0.001095890998840332,0.00047653913497924805,0.38669177780164293,0.9218875108290209
136,1602248611366087810,0,0.0,0,0.0,0,0.0,0.0,-0.001095890998840332,0.00047653913497924805,0.38669177780164293,0.9218875108290209
137,1602248611376159866,0,0.0,0,0.0,0,0.0,0.0,-0.001095890998840332,0.00047653913497924805,0.38669177780164293,0.9218875108290209
